year,conference,district,meeting,state,members_total,members_general,members_white,members_black,members_indian,url
1786,NA,NA,Long Island,NA,154,NA,146,8,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=34
1786,NA,NA,Newark,NA,50,NA,50,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=34
1786,NA,NA,Nova Scotia,NA,510,NA,510,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=34
1786,NA,NA,Antigua,NA,1000,NA,0,1000,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=34
1787,NA,NA,Bladen,NA,30,NA,0,30,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Halifax,NA,426,NA,403,23,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Mecklenburg,NA,904,NA,828,76,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Portsmouth,NA,448,NA,391,57,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Brunswick,NA,466,NA,407,59,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Sussex,NA,589,NA,496,93,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Amelia,NA,624,NA,573,51,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Williamsburg,NA,222,NA,217,5,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Orange,NA,340,NA,337,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Amherst,NA,107,NA,100,7,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Bedford,NA,252,NA,252,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Buckingham,NA,97,NA,87,10,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Kentucky,NA,90,NA,90,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Alleghany,NA,736,NA,736,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Berkley,NA,229,NA,203,26,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Redstone,NA,756,NA,756,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Fairfax,NA,270,NA,270,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Lancaster,NA,555,NA,400,155,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Northampton,NA,200,NA,178,22,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Greenbrier,NA,100,NA,100,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Frederick,NA,500,NA,445,55,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Calvert,NA,993,NA,443,550,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Baltimore,NA,952,NA,756,196,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Kent,NA,1211,NA,607,604,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Talbot,NA,1601,NA,1077,524,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Dorchester,NA,729,NA,594,135,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Somerset,NA,279,NA,223,56,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Annamessex,NA,386,NA,343,43,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Caroline,NA,884,NA,616,268,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Dover,NA,854,NA,654,200,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Philadelphia,NA,513,NA,513,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Little York and Juniata,NA,136,NA,136,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,West Jersey,NA,565,NA,557,8,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Trenton,NA,372,NA,372,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,East Jersey,NA,465,NA,465,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Elizabethtown,NA,240,NA,240,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,New York,NA,275,NA,235,40,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Long Island,NA,167,NA,160,7,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Georgia,NA,450,NA,430,20,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Broad River,NA,422,NA,403,19,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Edisto,NA,244,NA,240,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Charleston,NA,87,NA,34,53,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Santee,NA,190,NA,178,12,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Pee Dee,NA,823,NA,790,33,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Salisbury,NA,415,NA,391,24,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Yadkin,NA,537,NA,517,20,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Holston,NA,450,NA,449,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Guilford,NA,424,NA,409,15,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,New Hope,NA,321,NA,291,30,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Tar River,NA,730,NA,680,50,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Roanoke,NA,548,NA,419,129,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Caswell,NA,213,NA,207,6,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Bertie,NA,436,NA,386,50,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,Camden and Banks,NA,404,NA,370,34,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1787,NA,NA,New River,NA,575,NA,495,80,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=36
1788,NA,NA,Burke,NA,82,NA,82,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Richmond,NA,367,NA,345,22,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Washington,NA,778,NA,707,71,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Broad River,NA,429,NA,400,29,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Edisto,NA,365,NA,340,25,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Charleston,NA,115,NA,50,65,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Cainhoy,NA,60,NA,36,24,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Santee,NA,245,NA,225,20,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Pee Dee,NA,935,NA,885,50,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Seleuda,NA,241,NA,230,11,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Waxsaws,NA,20,NA,20,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Bladen,NA,35,NA,35,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,New River,NA,925,NA,660,265,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Roanoke,NA,859,NA,641,218,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Tar River,NA,905,NA,818,87,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,New Hope,NA,480,NA,450,30,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Caswell,NA,312,NA,300,12,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Guilford,NA,428,NA,406,22,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Salisbury,NA,379,NA,360,19,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Yadkin,NA,520,NA,500,20,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Holston,NA,363,NA,360,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Bertie,NA,390,NA,330,60,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Camden,NA,452,NA,413,39,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Portsmouth,NA,649,NA,390,259,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Sussex,NA,1611,NA,1204,407,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Brunswick,NA,1604,NA,1249,355,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Amelia,NA,807,NA,630,177,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Mecklenburg,NA,1109,NA,950,159,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Halifax,NA,440,NA,417,23,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Orange,NA,400,NA,384,16,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Amherst,NA,156,NA,139,17,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Bedford,NA,407,NA,373,34,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Greenbrier,NA,215,NA,210,5,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Buckingham,NA,234,NA,222,12,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Hanover,NA,220,NA,220,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Williamsburg,NA,235,NA,230,5,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Gloucester,NA,597,NA,541,56,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Lancaster,NA,680,NA,500,180,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Fairfax,NA,368,NA,350,18,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Berkley,NA,321,NA,285,36,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Rockingham,NA,69,NA,69,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Alleghany,NA,434,NA,417,17,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Clarksburg,NA,116,NA,116,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Ohio,NA,357,NA,353,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Lexington,NA,210,NA,200,10,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Danville,NA,270,NA,220,50,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Cumberland,NA,63,NA,59,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,West New River,NA,380,NA,372,8,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Northampton,NA,260,NA,214,46,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Bath,NA,319,NA,309,10,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Frederick,NA,840,NA,749,91,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Calvert,NA,1347,NA,505,842,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Annapolis,NA,130,NA,60,70,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Baltimore,NA,1219,NA,950,269,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Cecil,NA,0,NA,0,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Kent,NA,1600,NA,840,760,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Talbot,NA,1601,NA,1077,524,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Dorchester,NA,975,NA,721,254,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Annamessex,NA,404,NA,347,57,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Somerset,NA,560,NA,500,60,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Caroline,NA,1005,NA,730,275,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Dover,NA,878,NA,669,209,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Philadelphia,NA,287,NA,270,17,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Chester,NA,372,NA,372,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Bristol,NA,32,NA,32,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Little York,NA,138,NA,138,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Huntingdon,NA,59,NA,59,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Redstone,NA,530,NA,280,250,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Salem,NA,1408,NA,704,704,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Trenton,NA,1051,NA,525,526,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Elizabethtown,NA,234,NA,220,14,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Flanders,NA,558,NA,555,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,New York,NA,330,NA,276,54,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Long Island,NA,239,NA,230,9,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,New Rochelle,NA,525,NA,522,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1788,NA,NA,Dutchess,NA,10,NA,10,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=39
1789,NA,NA,Washington,NA,1048,NA,900,148,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Richmond,NA,575,NA,545,30,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Burke,NA,301,NA,297,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Augusta,NA,87,NA,87,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Cherokee,NA,88,NA,78,10,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Seleuda,NA,242,NA,231,11,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Broad River,NA,429,NA,411,18,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Edisto,NA,365,NA,340,25,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Charleston,NA,121,NA,52,69,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Cainhoy,NA,39,NA,27,12,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Santee,NA,483,NA,420,63,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Anson,NA,584,NA,561,23,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Great Pee Dee,NA,408,NA,369,39,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Little Pee Dee,NA,618,NA,598,20,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Tar River,NA,1009,NA,878,131,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Bladen,NA,34,NA,34,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,East New River,NA,1150,NA,730,420,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Roanoke,NA,1079,NA,758,321,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Caswell,NA,394,NA,351,43,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,New Hope,NA,558,NA,527,31,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Guilford,NA,432,NA,410,22,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Salisbury,NA,507,NA,480,27,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Yadkin,NA,352,NA,345,7,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Bertie,NA,530,NA,510,20,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Camden,NA,509,NA,424,85,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Cumberland,NA,225,NA,225,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
1789,NA,NA,Holston,NA,420,NA,411,9,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=43
